venta_id,fecha_venta,tienda,categoria,producto,cantidad,precio_unitario,monto_total,metodo_pago
V000914,2025-06-07,Arequipa, alimentos,Cafe molido 500g,5,185.72,928.60,Transferencia
V001415,2025-04-23,Miraflores,Electronica,Mouse inalambrico,3,221.28,663.84,Plin
V000726,2025-04-30,Arequipa,ROPA,Jean clasico,3,311.78,935.34,Yape
V000693,2025-06-22,Cusco,ropa ,Zapatillas urbanas,2,351.28,702.56,Transferencia
V001810,2025-05-23,Lima Centro,Hogar,Lampara LED,5,228.46,1142.30,
V000462,2025-06-20,Trujillo,Hogar,Organizador,3,130.56,391.68,Plin
V001495,2025-05-19,Trujillo,ALIMENTOS,Miel de abeja,1,146.23,146.23,Yape
V001063,2025-06-27,Cusco,Alimentos,Miel de abeja,1,92.39,92.39,Plin
V000848,2025-05-17,Lima Centro, alimentos,Aceite de oliva,4,110.02,440.08,Efectivo
V001258,2025-05-11,Arequipa,juguetes,Rompecabezas 1000,3,76.21,228.63,Plin
V001557,2025-04-01,Cusco,Alimentos,Cafe molido 500g,1,379.13,379.13,Transferencia
V001702,2025-06-21,Lima Centro,juguetes,Rompecabezas 1000,4,325.74,1302.96,Efectivo
V000203,2025-05-15,Lima Centro,Juguetes,Rompecabezas 1000,4,327.56,1310.24,Efectivo
V001006,2025-04-17,Arequipa,Ropa,Polo algodon,2,309.11,618.22,Tarjeta
V001640,2025-06-25,Lima Centro,Alimentos,Chocolate 70%,1,36.41,36.41,Plin
V001988,2025-05-11,Miraflores,Alimentos,Chocolate 70%,5,21.35,-171.97,Efectivo
V001662,2025-05-02,Miraflores,ROPA,Jean clasico,1,425.73,425.73,Tarjeta
V001462,2025-04-20,Cusco,Electronica,Cargador USB-C,4,303.16,1212.64,Yape
V000497,2025-05-31,Cusco,Ropa,Casaca impermeable,3,33.64,100.92,Plin
V000095,2025-04-28,Miraflores,ropa ,Polo algodon,1,379.37,379.37,Transferencia
V000931,2025-06-09,Miraflores,Juguetes,Peluche mediano,2,479.10,958.20,Efectivo
V001245,2025-05-13,Cusco,Juguetes,Rompecabezas 1000,3,445.46,1336.38,Yape
V000623,2025-06-17,Arequipa,Hogar,Organizador,5,302.44,1512.20,Efectivo
V001355,2025-05-05,Cusco,hogar,Juego de sabanas,3,349.68,1049.04,Tarjeta
V001795,2025-05-01,Arequipa,,Olla antiadherente,0,78.84,0.00,Yape
V001358,2025-06-11,Cusco,ROPA,Casaca impermeable,1,36.66,36.66,Transferencia
V001048,2025-05-04,Cusco,ALIMENTOS,Cafe molido 500g,3,196.53,589.59,Efectivo
V001447,2025-06-11,Arequipa,Juguetes,Rompecabezas 1000,2,431.25,862.50,Transferencia
V000104,2025-05-06,Cusco,hogar,Juego de sabanas,2,81.03,162.06,Yape
V000459,2025-04-05,Lima Centro,ELECTRONICA,Monitor 24,1,84.15,84.15,Transferencia
V000474,2025-05-11,Arequipa,HOGAR ,Olla antiadherente,0,137.16,0.00,Transferencia
V001243,2025-06-17,Cusco,HOGAR ,Lampara LED,2,411.74,823.48,Transferencia
V001134,2025-05-15,Lima Centro,HOGAR ,Juego de sabanas,3,413.62,1240.86,Transferencia
V000794,2025-05-15,Trujillo,ROPA,Jean clasico,4,234.18,936.72,Yape
V001974,2025-06-12,Arequipa,Juguetes,Set de bloques,1,184.25,184.25,Yape
V001137,2025-06-02,Miraflores,Hogar,Organizador,4,378.08,1512.32,Yape
V001208,2025-05-03,Miraflores,Ropa,Jean clasico,2,426.50,853.00,Tarjeta
V001704,2025-04-29,Arequipa,ropa ,Casaca impermeable,2,432.83,865.66,Transferencia
V000986,2025-06-26,Arequipa,ROPA,Zapatillas urbanas,1,361.52,361.52,Yape
V000450,2025-05-09,Arequipa,Juguetes,Peluche mediano,4,472.37,1889.48,Plin
V000271,2025-05-12,Lima Centro,Ropa,Casaca impermeable,0,256.48,0.00,Yape
V001201,2025-04-12,Miraflores, alimentos,Chocolate 70%,1,240.44,240.44,Tarjeta
V000932,2025-05-05,Arequipa, alimentos,Chocolate 70%,2,217.35,434.70,Tarjeta
V000097,2025-04-09,Trujillo,ELECTRONICA,Mouse inalambrico,0,285.94,0.00,Transferencia
V000243,2025-06-24,Arequipa,ROPA,Jean clasico,1,125.13,125.13,Efectivo
V000076,2025-05-15,Arequipa,juguetes,Set de bloques,1,141.50,141.50,Plin
V001221,2025-05-21,Cusco, Electronica ,Mouse inalambrico,1,357.14,357.14,Yape
V001465,2025-04-10,Miraflores,Alimentos,Chocolate 70%,3,262.71,788.13,Efectivo
V000795,2025-06-17,Lima Centro,ROPA,Jean clasico,0,93.79,0.00,Plin
V000823,2025-04-02,Cusco,ELECTRONICA,Audifonos BT,1,233.06,233.06,Efectivo
V001647,2025-05-26,Trujillo,ALIMENTOS,Cafe molido 500g,1,8.56,8.56,Transferencia
V001001,2025-05-06,Miraflores,ropa ,Polo algodon,4,401.68,1606.72,Efectivo
V001329,2025-06-22,Miraflores,HOGAR ,Lampara LED,0,209.14,0.00,Plin
V000055,2025-05-06,Cusco,hogar,Juego de sabanas,5,409.65,2048.25,Transferencia
V000275,2025-05-11,Miraflores,ROPA,Jean clasico,2,309.91,619.82,Tarjeta
V001047,2025-04-08,Arequipa,,Chocolate 70%,1,345.86,345.86,Plin
V000202,2025-05-09,Miraflores,Juguetes,Peluche mediano,1,92.66,-70.08,Plin
V001343,2025-04-22,Arequipa,ROPA,Zapatillas urbanas,1,48.04,48.04,Tarjeta
V000793,2025-05-10,Miraflores,Electronica,Mouse inalambrico,2,446.53,893.06,Plin
V001319,2025-06-15,Cusco,electronica,Audifonos BT,1,58.42,58.42,Efectivo
V001072,2025-06-28,Lima Centro,HOGAR ,Olla antiadherente,1,214.86,214.86,Transferencia
V001106,2025-06-24,Trujillo,ALIMENTOS,Aceite de oliva,0,367.00,0.00,Transferencia
V001326,2025-04-19,Miraflores,electronica,Mouse inalambrico,3,469.26,1407.78,Tarjeta
V001162,2025-04-23,Arequipa,Hogar,Olla antiadherente,4,450.32,1801.28,Plin
V000317,2025-04-15,Lima Centro,ALIMENTOS,Cafe molido 500g,1,391.82,391.82,Yape
V000289,2025-06-19,Cusco,hogar,Lampara LED,4,132.67,530.68,Yape
V001120,2025-04-29,Trujillo,ALIMENTOS,Aceite de oliva,4,56.91,227.64,Efectivo
V001121,2025-04-28,Miraflores,ELECTRONICA,Teclado mecanico,1,323.07,323.07,Tarjeta
V000181,2025-06-08,Trujillo, alimentos,Miel de abeja,1,330.25,330.25,Efectivo
V001813,2025-06-18,Trujillo,Ropa,Polo algodon,4,319.48,1277.92,Efectivo
V000684,2025-06-04,Cusco,Hogar,Olla antiadherente,1,229.62,229.62,Tarjeta
V001295,2025-04-24,Lima Centro,ALIMENTOS,Chocolate 70%,5,70.73,353.65,Transferencia
V000058,2025-06-28,Miraflores,hogar,Organizador,2,152.73,305.46,Transferencia
V001235,2025-06-24,Miraflores,electronica,Teclado mecanico,1,277.24,277.24,Plin
V001368,2025-04-26,Trujillo,Juguetes,Set de bloques,5,348.43,1742.15,Efectivo
V001294,2025-06-03,Trujillo,Alimentos,Cafe molido 500g,3,81.88,245.64,Yape
V000235,2025-05-25,Miraflores,juguetes,Rompecabezas 1000,1,353.00,353.00,Transferencia
V000370,2025-06-01,Miraflores, alimentos,Miel de abeja,3,286.03,858.09,Plin
V000223,2025-06-26,Arequipa,juguetes,Peluche mediano,3,289.77,869.31,Plin
V001771,2025-06-28,Trujillo,Ropa,Zapatillas urbanas,1,58.92,58.92,Transferencia
V000818,2025-06-03,Trujillo,ELECTRONICA,Cargador USB-C,4,460.92,1843.68,Plin
V001713,2025-05-29,Cusco,juguetes,Set de bloques,4,138.18,552.72,Plin
V000488,2025-06-22,Trujillo,ropa ,Polo algodon,1,314.04,314.04,Tarjeta
V000310,2025-04-17,Miraflores,,Jean clasico,5,177.57,887.85,Tarjeta
V000163,2025-05-16,Arequipa,Juguetes,Rompecabezas 1000,3,479.11,1437.33,Transferencia
V000661,2025-06-05,Cusco,Hogar,Lampara LED,4,452.42,1809.68,Transferencia
V000981,2025-04-22,Miraflores,ALIMENTOS,Aceite de oliva,5,182.56,912.80,Efectivo
V001629,2025-04-16,Miraflores,Juguetes,Set de bloques,1,368.84,368.84,
V001963,2025-06-22,Lima Centro,Electronica,Monitor 24,2,27.60,55.20,Tarjeta
V000319,2025-06-23,Miraflores,hogar,Olla antiadherente,1,197.17,197.17,Plin
V000047,2025-05-29,Arequipa,ELECTRONICA,Monitor 24,1,47.62,47.62,Plin
V001076,2025-06-05,Lima Centro,Juguetes,Set de bloques,2,279.31,558.62,Efectivo
V000421,2025-06-11,Trujillo,Juguetes,Rompecabezas 1000,1,350.28,350.28,Tarjeta
V000842,2025-06-27,Trujillo,juguetes,Rompecabezas 1000,4,37.45,149.80,Tarjeta
V000908,2025-06-01,Miraflores,juguetes,Rompecabezas 1000,1,124.68,-156.68,Efectivo
V001049,2025-06-28,Lima Centro, Electronica ,Teclado mecanico,3,202.89,608.67,Efectivo
V001128,2025-04-19,Cusco,ropa ,Zapatillas urbanas,2,262.12,524.24,Transferencia
V000540,2025-05-07,Trujillo,ROPA,Jean clasico,1,380.53,380.53,Efectivo
V001036,2025-05-08,Arequipa,ELECTRONICA,Cargador USB-C,1,306.01,306.01,Transferencia
V001625,2025-06-20,Trujillo,Hogar,Lampara LED,1,252.54,252.54,Tarjeta
V001127,2025-04-18,Trujillo,Electronica,Mouse inalambrico,1,458.63,458.63,Plin
V000830,2025-05-10,Lima Centro,ROPA,Jean clasico,1,468.99,468.99,Yape
V000344,2025-06-08,Cusco,HOGAR ,Organizador,5,28.70,143.50,Efectivo
V000800,2025-06-12,Lima Centro,ELECTRONICA,Monitor 24,4,255.22,1020.88,Tarjeta
V001643,2025-06-07,Cusco,Electronica,Cargador USB-C,1,70.23,70.23,Yape
V001459,2025-05-14,Cusco,Electronica,Audifonos BT,4,198.07,792.28,Efectivo
V001561,2025-04-12,Cusco,juguetes,Rompecabezas 1000,4,170.66,682.64,Plin
V001941,2025-05-10,Trujillo,electronica,Cargador USB-C,4,277.92,1111.68,Efectivo
V001045,2025-04-15,Cusco,ELECTRONICA,Teclado mecanico,5,224.74,1123.70,Plin
V000757,2025-05-25,Trujillo,Ropa,Zapatillas urbanas,4,149.18,596.72,Transferencia
V001985,2025-06-19,Lima Centro,hogar,Lampara LED,3,67.87,203.61,Transferencia
V001648,2025-05-15,Trujillo,Alimentos,Chocolate 70%,5,287.94,1439.70,Tarjeta
V001143,2025-06-13,Cusco,electronica,Teclado mecanico,1,223.81,223.81,Tarjeta
V000119,2025-05-20,Trujillo,ropa ,Polo algodon,2,342.00,684.00,Yape
V001234,2025-04-18,Lima Centro,ALIMENTOS,Miel de abeja,1,38.76,38.76,Transferencia
V001012,2025-06-28,Trujillo,ROPA,Jean clasico,2,84.82,169.64,Plin
V000657,2025-04-03,Arequipa,Electronica,Teclado mecanico,1,459.84,459.84,Transferencia
V000133,2025-04-09,Arequipa,juguetes,Peluche mediano,1,192.29,192.29,Efectivo
V001195,2025-04-02,Arequipa,juguetes,Peluche mediano,1,147.53,147.53,Plin
V001994,2025-05-03,Trujillo,Hogar,Olla antiadherente,1,396.71,396.71,Tarjeta
V001904,2025-06-05,Trujillo,ropa ,Casaca impermeable,1,206.54,206.54,Efectivo
V001763,2025-04-27,Cusco,electronica,Monitor 24,1,380.33,380.33,Efectivo
V000948,2025-04-16,Cusco, alimentos,Cafe molido 500g,1,460.47,460.47,Plin
V000431,2025-04-17,Miraflores,Hogar,Juego de sabanas,5,277.72,1388.60,Plin
V001534,2025-06-22,Cusco,ropa ,Casaca impermeable,2,287.61,575.22,Tarjeta
V001951,2025-04-11,Cusco,HOGAR ,Lampara LED,2,63.33,-230.73,Transferencia
V000082,2025-04-24,Miraflores,ELECTRONICA,Audifonos BT,3,383.78,1151.34,Plin
V001404,2025-04-14,Miraflores,ALIMENTOS,Chocolate 70%,2,477.61,955.22,Plin
V001279,2025-06-03,Lima Centro, Electronica ,Teclado mecanico,1,133.32,133.32,Tarjeta
V001709,2025-05-28,Miraflores,ALIMENTOS,Chocolate 70%,4,259.99,1039.96,Efectivo
V001116,2025-04-12,Trujillo,Ropa,Zapatillas urbanas,1,165.54,165.54,Yape
V000159,2025-06-30,Cusco,HOGAR ,Lampara LED,1,193.47,193.47,Transferencia
V001075,2025-06-04,Arequipa,,Miel de abeja,1,400.55,400.55,Plin
V001693,2025-06-03,Trujillo,hogar,Lampara LED,1,403.15,403.15,Transferencia
V000415,2025-05-08,Arequipa,HOGAR ,Lampara LED,5,137.95,689.75,Transferencia
V001660,2025-04-11,Cusco,ALIMENTOS,Chocolate 70%,4,97.83,391.32,Transferencia
V000643,2025-05-09,Lima Centro,juguetes,Peluche mediano,1,338.54,338.54,Plin
V001017,2025-06-25,Trujillo,ropa ,Casaca impermeable,3,10.33,30.99,Tarjeta
V000862,2025-04-23,Cusco,ALIMENTOS,Cafe molido 500g,2,332.42,664.84,Tarjeta
V000912,2025-06-04,Miraflores,,Cafe molido 500g,3,462.44,1387.32,Tarjeta
V001621,2025-05-27,Cusco, alimentos,Aceite de oliva,2,228.91,457.82,Yape
V001285,2025-05-01,Arequipa,hogar,Juego de sabanas,2,119.24,238.48,Plin
V000145,2025-05-21,Trujillo,ropa ,Zapatillas urbanas,1,178.34,178.34,Efectivo
V000532,2025-04-11,Cusco,HOGAR ,Juego de sabanas,2,209.03,418.06,Tarjeta
V001441,2025-04-04,Cusco, Electronica ,Monitor 24,1,425.95,425.95,Transferencia
V000662,2025-04-03,Arequipa,,Cafe molido 500g,2,36.62,73.24,Tarjeta
V001190,2025-05-31,Arequipa,hogar,Organizador,1,16.36,16.36,Yape
V000911,2025-06-23,Cusco,,Miel de abeja,4,77.93,311.72,Yape
V000955,2025-05-16,Trujillo,ropa ,Jean clasico,1,166.97,166.97,Efectivo
V001816,2025-04-24,Miraflores,electronica,Audifonos BT,1,93.78,93.78,Yape
V001131,2025-06-30,Trujillo,electronica,Monitor 24,4,387.92,1551.68,Yape
V001375,2025-06-29,Arequipa,juguetes,Peluche mediano,1,42.69,42.69,Yape
V000114,2025-04-23,Cusco,Juguetes,Rompecabezas 1000,3,173.72,521.16,Tarjeta
V000918,2025-05-07,Miraflores,Hogar,Juego de sabanas,5,186.24,931.20,Plin
V001905,2025-04-27,Arequipa,Juguetes,Peluche mediano,4,163.33,653.32,Tarjeta
V001286,2025-04-02,Miraflores,Ropa,Casaca impermeable,3,83.14,249.42,Efectivo
V001111,2025-04-14,Cusco,juguetes,Set de bloques,2,57.07,114.14,Plin
V001464,2025-05-06,Miraflores,Ropa,Jean clasico,1,375.79,375.79,Plin
V001638,2025-06-12,Arequipa,hogar,Lampara LED,1,385.26,385.26,Yape
V001888,2025-04-26,Trujillo,Ropa,Jean clasico,4,50.54,202.16,Tarjeta
V000648,2025-05-25,Miraflores,juguetes,Peluche mediano,2,396.38,792.76,Efectivo
V000878,2025-06-25,Lima Centro,ropa ,Casaca impermeable,5,64.59,322.95,Plin
V001849,2025-05-07,Arequipa,ALIMENTOS,Miel de abeja,1,465.23,465.23,Transferencia
V001632,2025-06-05,Lima Centro,Ropa,Casaca impermeable,2,470.41,940.82,Tarjeta
V001665,2025-05-04,Miraflores,juguetes,Rompecabezas 1000,1,426.25,426.25,Yape
V001451,2025-04-13,Miraflores,ELECTRONICA,Teclado mecanico,5,342.14,1710.70,Efectivo
V000074,2025-06-01,Trujillo,ropa ,Polo algodon,5,455.01,2275.05,Yape
V000116,2025-05-10,Trujillo,hogar,Lampara LED,1,215.57,215.57,Yape
V001853,2025-05-29,Miraflores,ROPA,Zapatillas urbanas,1,427.22,427.22,Tarjeta
V001392,2025-05-01,Cusco,Ropa,Jean clasico,3,470.78,1412.34,Plin
V000966,2025-04-12,Cusco,ROPA,Casaca impermeable,2,229.89,459.78,Tarjeta
V000467,2025-04-20,Arequipa,juguetes,Set de bloques,0,270.04,0.00,Yape
V000351,2025-06-10,Trujillo,Ropa,Casaca impermeable,1,112.21,112.21,Transferencia
V000311,2025-06-19,Lima Centro, Electronica ,Cargador USB-C,1,66.13,66.13,Yape
V000056,2025-04-03,Lima Centro,ELECTRONICA,Cargador USB-C,2,48.41,96.82,Plin
V001187,2025-06-25,Lima Centro,juguetes,Set de bloques,2,97.65,195.30,Tarjeta
V001030,2025-05-26,Lima Centro,HOGAR ,Organizador,4,18.57,74.28,Efectivo
V001280,2025-05-13,Arequipa,electronica,Monitor 24,3,299.13,897.39,Transferencia
V000923,2025-06-19,Lima Centro,HOGAR ,Juego de sabanas,1,464.95,464.95,Transferencia
V000244,2025-06-21,Cusco,Ropa,Casaca impermeable,4,147.50,590.00,Efectivo
V000971,2025-05-11,Trujillo,ALIMENTOS,Aceite de oliva,1,145.32,145.32,Yape
V001339,2025-06-29,Arequipa,Alimentos,Aceite de oliva,4,426.89,1707.56,
V001110,2025-06-03,Miraflores,Hogar,Lampara LED,4,322.81,1291.24,Plin
V000296,2025-05-05,Trujillo,Hogar,Juego de sabanas,4,31.44,125.76,Tarjeta
V001485,2025-06-24,Miraflores,juguetes,Peluche mediano,1,477.96,-216.33,Plin
V001794,2025-06-28,Arequipa,Ropa,Zapatillas urbanas,1,446.76,446.76,Transferencia
V000274,2025-06-12,Lima Centro,Hogar,Olla antiadherente,1,186.60,186.60,Transferencia
V000483,2025-05-28,Cusco,HOGAR ,Organizador,1,50.73,50.73,Tarjeta
V000313,2025-04-14,Cusco,ropa ,Polo algodon,2,206.65,413.30,Tarjeta
V001972,2025-05-17,Lima Centro,ALIMENTOS,Aceite de oliva,4,433.65,1734.60,Efectivo
V000048,2025-05-15,Miraflores,Hogar,Organizador,2,362.95,725.90,Transferencia
V001216,2025-05-31,Cusco,juguetes,Set de bloques,5,381.81,1909.05,Transferencia
V001745,2025-04-11,Cusco,electronica,Audifonos BT,1,350.73,350.73,Transferencia
V001742,2025-06-17,Lima Centro,juguetes,Peluche mediano,1,405.70,405.70,Plin
V000849,2025-05-13,Lima Centro,hogar,Lampara LED,1,338.08,338.08,Transferencia
V001808,2025-06-29,Trujillo,ALIMENTOS,Aceite de oliva,0,221.85,0.00,Plin
V001154,2025-04-01,Trujillo,electronica,Monitor 24,1,299.97,299.97,Efectivo
V000697,2025-05-27,Miraflores,juguetes,Set de bloques,4,220.94,883.76,Plin
V001683,2025-06-04,Arequipa,Hogar,Organizador,3,13.54,40.62,Transferencia
V000741,2025-06-14,Miraflores,ALIMENTOS,Miel de abeja,1,417.87,417.87,Efectivo
V001903,2025-04-16,Cusco,HOGAR ,Organizador,2,107.72,215.44,Plin
V000782,2025-06-01,Arequipa,ELECTRONICA,Monitor 24,5,186.93,934.65,Efectivo
V000301,2025-04-29,Cusco,HOGAR ,Lampara LED,4,198.97,795.88,Yape
V001596,2025-04-25,Lima Centro,Ropa,Casaca impermeable,1,346.40,346.40,Efectivo
V000604,2025-06-22,Trujillo,ROPA,Zapatillas urbanas,1,21.58,21.58,Yape
V000307,2025-06-08,Miraflores,ROPA,Zapatillas urbanas,1,69.08,69.08,
V001776,2025-05-03,Arequipa,juguetes,Set de bloques,1,358.81,358.81,Tarjeta
V001925,2025-05-08,Miraflores,Juguetes,Set de bloques,5,199.19,995.95,
V001811,2025-05-10,Trujillo,juguetes,Set de bloques,5,476.90,2384.50,Tarjeta
V001824,2025-06-15,Trujillo,Alimentos,Cafe molido 500g,1,375.78,375.78,Transferencia
V001566,2025-06-19,Arequipa,ALIMENTOS,Aceite de oliva,1,164.16,164.16,Plin
V001635,2025-06-25,Arequipa,ROPA,Polo algodon,1,258.90,258.90,
V001085,2025-05-26,Arequipa,Hogar,Juego de sabanas,5,15.62,78.10,Yape
V001663,2025-05-24,Cusco,Hogar,Organizador,2,94.43,188.86,Plin
V000189,2025-04-25,Lima Centro,juguetes,Rompecabezas 1000,4,122.63,490.52,Efectivo
V000761,2025-06-02,Arequipa, Electronica ,Audifonos BT,3,288.08,864.24,Efectivo
V000178,2025-05-21,Arequipa, Electronica ,Monitor 24,1,250.25,250.25,Yape
V001396,2025-05-18,Miraflores,ALIMENTOS,Miel de abeja,1,415.29,415.29,Tarjeta
V001316,2025-04-28,Cusco,juguetes,Peluche mediano,1,179.12,179.12,Efectivo
V001346,2025-06-14,Miraflores,Juguetes,Rompecabezas 1000,1,433.19,433.19,Plin
V000438,2025-06-02,Cusco,hogar,Juego de sabanas,1,146.06,146.06,Efectivo
V001210,2025-04-04,Cusco,Juguetes,Rompecabezas 1000,5,234.64,1173.20,Efectivo
V000373,2025-06-13,Arequipa, alimentos,Aceite de oliva,4,268.59,1074.36,Yape
V000826,2025-06-06,Trujillo,juguetes,Peluche mediano,2,441.84,883.68,Yape
V000787,2025-04-18,Trujillo,ropa ,Casaca impermeable,0,360.63,0.00,Tarjeta
V000006,2025-05-12,Lima Centro,juguetes,Peluche mediano,1,260.11,260.11,Transferencia
V001434,2025-06-04,Miraflores,juguetes,Peluche mediano,3,353.92,1061.76,Transferencia
V000395,2025-06-17,Trujillo,Juguetes,Peluche mediano,4,408.68,1634.72,Yape
V000909,2025-06-24,Miraflores,,Jean clasico,5,413.60,2068.00,Tarjeta
V000203,2025-05-15,Lima Centro,Juguetes,Rompecabezas 1000,4,327.56,1310.24,Efectivo
V001882,2025-06-28,Trujillo,Ropa,Jean clasico,1,143.69,143.69,Plin
V001058,2025-04-08,Miraflores,Electronica,Cargador USB-C,2,268.53,537.06,Tarjeta
V000600,2025-06-22,Cusco,,Monitor 24,3,93.85,281.55,Efectivo
V000985,2025-05-25,Trujillo,ALIMENTOS,Aceite de oliva,1,84.51,84.51,Efectivo
V001718,2025-05-28,Arequipa,juguetes,Rompecabezas 1000,5,131.62,658.10,
V001758,2025-04-02,Arequipa,,Chocolate 70%,1,468.35,-204.09,Plin
V000941,2025-04-08,Cusco,ALIMENTOS,Miel de abeja,1,215.64,215.64,Transferencia
V000340,2025-04-10,Arequipa,electronica,Teclado mecanico,3,289.73,869.19,Transferencia
V000574,2025-04-18,Arequipa,ALIMENTOS,Miel de abeja,1,23.51,23.51,Tarjeta
V001550,2025-06-15,Trujillo,HOGAR ,Organizador,1,378.08,378.08,Yape
V001276,2025-04-20,Trujillo, alimentos,Miel de abeja,4,368.44,1473.76,Transferencia
V001468,2025-06-30,Arequipa,HOGAR ,Juego de sabanas,3,158.77,476.31,Efectivo
V000772,2025-05-05,Lima Centro,,Olla antiadherente,4,395.78,1583.12,Transferencia
V001843,2025-05-23,Lima Centro, alimentos,Aceite de oliva,3,292.97,878.91,Plin
V001480,2025-06-12,Arequipa, alimentos,Miel de abeja,5,66.68,-199.98,Transferencia
V000739,2025-05-18,Miraflores, Electronica ,Teclado mecanico,5,8.75,43.75,Plin
V001935,2025-04-19,Cusco,ROPA,Casaca impermeable,0,12.65,0.00,Plin
V001510,2025-06-14,Arequipa,electronica,Monitor 24,5,11.62,58.10,Yape
V000064,2025-04-21,Lima Centro,Juguetes,Peluche mediano,1,455.26,455.26,Tarjeta
V000880,2025-04-02,Miraflores,Electronica,Mouse inalambrico,2,319.27,638.54,Plin
V000345,2025-06-29,Trujillo, Electronica ,Audifonos BT,2,324.40,648.80,Tarjeta
V000451,2025-06-04,Lima Centro,Alimentos,Aceite de oliva,4,146.97,587.88,Plin
V001570,2025-04-01,Lima Centro,ROPA,Polo algodon,4,346.46,1385.84,Efectivo
V001325,2025-04-19,Miraflores,Electronica,Cargador USB-C,1,315.67,315.67,Yape
V000502,2025-06-24,Cusco,Electronica,Audifonos BT,2,456.63,913.26,Transferencia
V001779,2025-05-10,Trujillo,Ropa,Jean clasico,1,109.33,109.33,Efectivo
V000861,2025-05-23,Lima Centro,Hogar,Olla antiadherente,1,44.52,44.52,Plin
V001169,2025-04-15,Miraflores,Alimentos,Chocolate 70%,3,474.25,1422.75,Plin
V000218,2025-05-14,Trujillo,Juguetes,Rompecabezas 1000,3,478.92,1436.76,Tarjeta
V000567,2025-06-26,Trujillo,juguetes,Set de bloques,2,472.90,945.80,Yape
V001651,2025-05-01,Lima Centro,Hogar,Organizador,1,92.60,92.60,Tarjeta
V001054,2025-05-19,Lima Centro,Juguetes,Peluche mediano,3,255.02,765.06,Plin
V001427,2025-05-17,Miraflores, alimentos,Miel de abeja,1,30.13,30.13,Efectivo
V000812,2025-06-09,Arequipa,ROPA,Casaca impermeable,5,366.57,1832.85,Tarjeta
V001065,2025-06-06,Trujillo,Ropa,Casaca impermeable,3,81.82,245.46,Tarjeta
V001314,2025-05-23,Lima Centro,electronica,Audifonos BT,1,451.23,451.23,Tarjeta
V001272,2025-05-15,Trujillo, alimentos,Aceite de oliva,4,460.94,1843.76,Yape
V000656,2025-04-16,Cusco,,Juego de sabanas,5,355.35,1776.75,Yape
V001242,2025-06-23,Arequipa,Electronica,Monitor 24,1,273.12,273.12,Plin
V001719,2025-04-27,Lima Centro, Electronica ,Audifonos BT,1,108.47,108.47,Transferencia
V000265,2025-06-10,Trujillo,Ropa,Casaca impermeable,2,140.09,-189.56,Plin
V001483,2025-06-02,Trujillo,Alimentos,Miel de abeja,2,56.17,112.34,Yape
V001546,2025-06-12,Trujillo, Electronica ,Monitor 24,5,376.91,-242.83,Plin
V001070,2025-04-13,Lima Centro,ALIMENTOS,Cafe molido 500g,4,332.64,1330.56,Transferencia
V001026,2025-05-14,Arequipa,Electronica,Monitor 24,2,26.81,53.62,Yape
V000008,2025-04-29,Miraflores, alimentos,Aceite de oliva,2,73.91,147.82,Transferencia
V001969,2025-05-07,Arequipa,electronica,Cargador USB-C,1,347.07,347.07,Yape
V000326,2025-04-29,Trujillo,juguetes,Peluche mediano,2,428.13,856.26,Yape
V001478,2025-05-31,Lima Centro, alimentos,Miel de abeja,4,396.55,1586.20,Tarjeta
V001845,2025-05-03,Lima Centro,juguetes,Rompecabezas 1000,5,102.41,512.05,Plin
V001407,2025-06-27,Arequipa,Alimentos,Aceite de oliva,4,417.03,1668.12,Transferencia
V000548,2025-05-24,Trujillo, alimentos,Chocolate 70%,1,142.35,142.35,Plin
V001512,2025-05-27,Arequipa,ALIMENTOS,Cafe molido 500g,3,380.49,-239.25,Yape
V000872,2025-06-16,Arequipa,hogar,Olla antiadherente,2,31.44,62.88,Efectivo
V001052,2025-04-04,Miraflores,ALIMENTOS,Chocolate 70%,1,359.04,359.04,Yape
V000137,2025-04-11,Trujillo, alimentos,Miel de abeja,3,467.60,1402.80,Efectivo
V000633,2025-06-03,Arequipa,ropa ,Jean clasico,1,322.85,322.85,Plin
V001345,2025-05-30,Lima Centro,Hogar,Lampara LED,2,445.17,890.34,Plin
V000233,2025-05-05,Trujillo,ropa ,Casaca impermeable,1,343.78,343.78,Tarjeta
V000749,2025-05-12,Trujillo,Ropa,Casaca impermeable,2,88.44,176.88,Efectivo
V001879,2025-04-28,Arequipa,Ropa,Zapatillas urbanas,1,16.49,16.49,Tarjeta
V001881,2025-04-22,Miraflores,ROPA,Jean clasico,5,89.23,446.15,Efectivo
V000943,2025-04-30,Lima Centro,ROPA,Polo algodon,2,62.02,124.04,Efectivo
V000895,2025-04-06,Cusco,hogar,Organizador,1,133.23,133.23,Yape
V001091,2025-06-17,Lima Centro,ROPA,Polo algodon,4,474.43,1897.72,Transferencia
V000586,2025-05-23,Arequipa,ROPA,Casaca impermeable,1,360.32,360.32,Efectivo
V000965,2025-06-15,Trujillo,Electronica,Cargador USB-C,3,97.87,293.61,Efectivo
V000942,2025-06-20,Miraflores,electronica,Mouse inalambrico,3,457.95,1373.85,Plin
V001362,2025-06-20,Trujillo,Ropa,Polo algodon,2,461.49,922.98,Yape
V000902,2025-05-25,Trujillo,ropa ,Zapatillas urbanas,4,53.33,213.32,Yape
